[0]分類,[1]日本語名,[2]ID,[3]反転が可能か,[4]凸,[5]凹,[6]下層に表示,[7]上層に表示,[8]注意書き,[9]同一パーツ同士での吸着を無効化,[10]選択中のパーツでレールを伸ばす機能を無効化,[11]画像ファイル名末尾の数だけ使用数を計上するか
情景,いなかの駅,countryside_station,FALSE,\0/817/h&2160/817/h,\0/817/h&2160/817/h,,,,,,
情景,[単]こせんきょう,overpass_single_track,FALSE,\938/1130/v&1204/1130/v,\938/1130/v&1204/1130/v,,TRUE,,,,
情景,[複]こせんきょう,overpass_double_track,FALSE,\817/1130/v&1417/1130/v,\817/1130/v&1417/1130/v,,TRUE,,,,
