[0]分類,[1]日本語名,[2]ID,[3]反転が可能か,[4]凸,[5]凹,[6]下層に表示,[7]上層に表示,[8]注意書き,[9]同一パーツ同士での吸着を無効化,[10]選択中のパーツでレールを伸ばす機能を無効化,[11]画像ファイル名末尾の数だけ使用数を計上するか
情景,ダブルターンアウト,double_turn_out,,\3011/968/0,\311/968/180&1483.64935/334.35065/135&133.64935/334.35065/135,,,,,,
情景,整備レール,maintenance,FALSE,\2160/475/0,\0/475/180,,,,,,
情景,車両基地の車庫,garage_for_depot,FALSE,\2160/475/h,\0/475/h,,TRUE,,,,
