[0]分類,[1]日本語名,[2]ID,[3]反転が可能か,[4]凸,[5]凹,[6]下層に表示,[7]上層に表示,[8]注意書き,[9]同一パーツ同士での吸着を無効化,[10]選択中のパーツでレールを伸ばす機能を無効化,[11]画像ファイル名末尾の数だけ使用数を計上するか
レール,複線幅広 (E5系セット),widen_special,,\2700/1271/0&2700/671/0,\0/191/180&0/1271/180,,,【複線幅広】 幅が広い側のレール間隔：駅幅 (1/2直線 108mm)\【複線幅広】 幅が狭い側のレール間隔：複線幅 (60mm),,,
