[0]分類,[1]日本語名,[2]ID,[3]反転が可能か,[4]凸,[5]凹,[6]下層に表示,[7]上層に表示,[8]注意書き,[9]同一パーツ同士での吸着を無効化,[10]選択中のパーツでレールを伸ばす機能を無効化,[11]画像ファイル名末尾の数だけ使用数を計上するか
情景,ギアアクションレール,action_rail,FALSE,\1080/541/0,\0/541/180,,,,,,
情景,ホームドア開閉駅,platform_door_opening_station,FALSE,\1080/1069/0,\0/1069/180,,TRUE,,,,
情景,プラキッズ改札駅,plakids_ticket_gate_station,FALSE,\1080/1069/0,\0/1069/180,,TRUE,,,,
情景,ぐるぐる洗車場,guruguru_car_wash,FALSE,\950/715/0,\-130/715/180,,TRUE,,,,
情景,大きなはね橋,big_drawbridge,FALSE,\2160/901/0,\0/901/180,,TRUE,,,,
